Starting fitting with 32 workers on previous 1000 parameter combinations...

=== 1000 Iterations Results ===
Total experiments: 1500

Top 1000 results by MeanFitness:
1000×11 DataFrame
  Row │ NewLayer    RemoveLayer  NewNeuron    RemoveNeuron  NewRule     RemoveRule  NewInput    RemoveInput  MeanFitness  MaxFitness  SuccessfulSimulations
      │ Float64     Float64      Float64      Float64       Float64     Float64     Float64     Float64      Float64      Float64     UInt16
──────┼─────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  658 │  0.12769     0.0282001    0.142246     -0.947377     0.0546398    0.180279   0.0910361   0.0943802      0.897917     0.9375                       0
  659 │  0.12769     0.0282001    0.142246      0.0526225    0.0546398    0.180279   0.0910361   0.0943802      0.897917     0.9375                       0
  660 │  0.12769     0.0282001    1.14725      -0.947377     0.0546398    0.180279   0.0910361   0.0943802      0.897917     0.9375                       0
  661 │  0.152156    0.111746     0.00321785    0.123535    -0.878543     0.116945   0.0810814   0.0397341      0.897917     0.96875                      0
  662 │ -0.847844    0.116746     0.00321785    0.123535     0.121457     0.116945   0.0810814   0.0397341      0.897917     0.96875                      0
  663 │ -0.847844    1.11175      0.00321785    0.123535     0.121457     0.116945   0.0810814   0.0397341      0.897917     0.96875                      0
  664 │  0.152156    0.111746     0.00321785    0.123535     0.121457     0.116945   0.0810814   0.0347341      0.897917     0.96875                      0
  665 │  0.152156    0.111746     0.00321785    0.123535     0.121457     0.121945   0.0810814   0.0397341      0.897917     0.96875                      0
  666 │ -0.817667    0.122338     0.123909      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.897917     0.9375                       0
  667 │  0.177333   -0.877662     0.123909      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.897917     0.96875                      0
  668 │  0.182333    0.122338     0.123909      0.146437     0.0915279    0.187423   0.0794977   0.00690045     0.897917     1.0                          1
  669 │  0.182333    0.122338     0.123909      0.146437     0.0965279    0.187423   0.0744977   0.0119004      0.897917     1.0                          1
  670 │  0.182333    0.127338     0.123909      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.897917     0.96875                      0
  671 │  0.182333    0.122338     0.123909      0.146437     0.0965279    0.192423   0.0794977   0.00690045     0.897917     0.9375                       0
  672 │  0.187333   -0.877662     0.123909      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.897917     0.96875                      0
  673 │  0.182333    0.122338     0.123909      0.146437     0.101528     0.192423   0.0794977   0.00690045     0.897917     0.9375                       0
  674 │  0.187333    1.12234      0.123909      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.897917     0.9375                       0
  675 │ -0.816665    0.125354     0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.897917     0.96875                      0
  676 │  0.183335    0.125354    -0.955087      0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.897917     0.96875                      0
  677 │  0.183335    0.125354     0.0399128     0.0847412    0.121659     0.186293   0.0852727   0.0883816      0.897917     0.9375                       0
  678 │  0.178335    0.125354     0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.897917     0.96875                      0
  679 │  0.183335    0.125354     0.0449128     0.0897412    0.121659    -0.813707   0.0852727   0.0883816      0.897917     0.9375                       0
  680 │  0.183335    0.125354     0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.897917     0.96875                      0
  681 │  0.183335    0.125354     0.0499128    -0.910259     0.121659     0.186293   0.0852727   0.0883816      0.897917     0.9375                       0
  682 │  0.183335    0.125354     0.0449128     0.0897412    0.121659     0.186293   0.0902727   0.0933816      0.897917     0.96875                      0
  683 │  1.18334     0.120354     0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.897917     0.9375                       0
  684 │  1.18334     0.125354     0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.897917     0.96875                      0
  685 │  0.0764545   1.07452      0.158857      0.00540739   0.134643     0.103979   0.0715813   0.0324708      0.897917     1.0                          1
  686 │  0.0814545   0.0745212    0.158857      0.00540739   0.139643    -0.896021   0.0715813   0.0324708      0.897917     1.0                          1
  687 │  0.0814545   0.0745212    0.158857      0.00540739   0.134643     0.103979   0.0765813   0.0274708      0.897917     1.0                          1
  688 │  1.08145    -0.925479     0.158857      0.00540739   0.134643     0.103979   0.0715813   0.0324708      0.897917     0.96875                      0
  689 │ -0.972073   -0.982774     0.141449      0.0148304    0.123898     0.188252   0.0299218   0.0389143      0.897917     0.96875                      0
  690 │  0.0279274   0.017226     0.141449      0.0148304    0.123898     0.188252  -0.970078    0.0439143      0.897917     1.0                          1
  691 │ -0.972073    1.01723      0.141449      0.0148304    0.123898     0.188252   0.0299218   0.0389143      0.897917     0.9375                       0
  692 │  0.0279274   0.017226     0.146449      0.0198304    0.123898     0.188252   0.0299218   0.0389143      0.897917     0.9375                       0
  693 │  0.0279274   0.017226     1.14145       0.0198304    0.123898     0.188252   0.0299218   0.0389143      0.897917     0.96875                      0
  694 │  1.02793     1.01723      0.141449      0.0148304    0.123898     0.188252   0.0299218   0.0389143      0.897917     0.9375                       0
  695 │  0.161791    0.0343425    0.0965648     0.044201     0.1434       0.133013  -0.866959    0.151628       0.897917     0.9375                       0
  696 │  0.156791    0.0293425    0.0965648     0.044201     0.1434       0.133013   0.133041    0.146628       0.897917     0.9375                       0
  697 │  0.161791    0.0343425    0.0915648     0.049201     0.1434       0.133013   0.133041    0.146628       0.897917     1.0                          1
  698 │  0.161791    0.0343425    0.0965648     0.044201     0.1434       0.133013   0.133041    0.141628       0.897917     0.9375                       0
  699 │  0.161791    0.0343425    0.0965648     0.044201     0.1434       0.133013   0.133041    0.146628       0.897917     0.9375                       0
  700 │  0.161791    0.0343425    0.0965648     0.044201     0.1434       0.133013   0.133041    0.146628       0.897917     0.9375                       0
  701 │  0.166791    0.0293425    0.0965648     0.044201     0.1434       0.133013   0.133041    0.146628       0.897917     0.96875                      0
  702 │  0.166791    0.0393425    0.0965648     0.044201     0.1434       0.133013   0.133041    0.146628       0.897917     0.96875                      0
  703 │  0.161791    0.0343425    1.09656       0.044201     0.1434       0.133013   0.133041    0.146628       0.897917     0.9375                       0
  704 │ -0.837374    0.164187     0.133882      0.0833369    0.116215     0.166546   0.0818039   0.0781038      0.897917     0.9375                       0
  705 │  0.162626    0.169187     0.133882      0.0833369    0.116215     0.166546   0.0768039   0.0781038      0.897917     0.9375                       0
  706 │  0.162626    0.169187     0.133882      0.0833369    0.116215     0.166546   0.0868039   0.0731038      0.897917     0.96875                      0
  707 │  0.148331    0.087875     0.158139      0.00444503   0.185335     0.137078   0.0770766   0.0910401      0.897917     0.9375                       0
  708 │  0.0547396   0.0227965    0.00739434    0.189724     0.155364     0.182053   0.144495    0.0779669      0.897917     1.0                          1
  709 │  0.0547396   0.0177965    0.00739434    0.189724     0.160364     0.182053   0.144495    0.0779669      0.897917     0.96875                      0
  710 │  0.0547396   0.0227965    0.00739434    0.189724     0.160364     0.182053   0.149495    0.0779669      0.897917     0.9375                       0
  711 │  0.0597396   0.0277965    0.00739434    0.189724     0.160364     0.182053   0.144495    0.0779669      0.897917     0.9375                       0
  712 │  0.0547396   0.0227965    1.00739       0.184724     0.160364     0.182053   0.144495    0.0779669      0.897917     0.9375                       0
  713 │  0.0891494   0.122576    -0.985101      0.0771466    0.158136     0.13053    0.183831    0.094325       0.897917     0.9375                       0
  714 │  0.0891494   0.122576     0.0098985    -0.922853     0.158136     0.13053    0.183831    0.094325       0.897917     0.9375                       0
  715 │  0.0891494   0.122576     0.0148985     0.0771466    0.153136     0.13053    0.183831    0.094325       0.897917     0.9375                       0
  716 │  0.0891494   0.122576     0.0148985     0.0771466    0.158136     0.13053    0.178831    0.094325       0.897917     0.96875                      0
  717 │  0.0891494   0.122576     0.0148985     0.0771466    0.158136     0.13053    0.183831    0.099325       0.897917     0.96875                      0
  718 │  0.0941494   0.122576     0.0148985     0.0771466    0.158136     0.13053    0.183831    0.094325       0.897917     0.9375                       0
  719 │  0.0891494   0.122576     0.0198985     0.0771466    0.158136     0.13053    0.183831    0.094325       0.897917     0.9375                       0
  720 │  0.161939    0.105187     0.15573       0.0175013   -0.896827     0.135464   0.116401    0.0775203      0.897917     0.96875                      0
  721 │  0.161939    0.105187     0.15573       0.0175013    0.103173     0.135464  -0.883599    0.0825203      0.897917     0.9375                       0
  722 │  0.161939    0.100187     0.15573       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.897917     0.96875                      0
  723 │  0.161939    0.105187     0.15573       0.0175013    0.103173     0.135464   0.121401    0.0725203      0.897917     0.9375                       0
  724 │  0.161939    0.105187     1.15573       1.0175       0.103173     0.135464   0.116401    0.0775203      0.897917     0.96875                      0
  725 │  0.135552    0.00752417  -0.878577      0.0536438    0.159795     0.161512   0.0677093   0.0650219      0.897917     0.96875                      0
  726 │  0.135552    0.00752417  -0.878577      0.0636438    0.159795     0.161512   0.0677093   0.0650219      0.897917     0.96875                      0
  727 │  0.135552    0.00752417   0.121423      0.0586438    0.159795     0.161512   0.0627093   0.0650219      0.897917     1.0                          1
  728 │  0.135552    0.00752417   0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.897917     0.96875                      0
  729 │  0.140552    0.00752417   0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.897917     0.9375                       0
  730 │  0.0594573   0.0668547   -0.992042     -0.94974      0.195434     0.150861   0.151906    0.10853        0.897917     1.0                          1
  731 │ -0.940543    0.0618547    0.00795792    0.0502602    0.195434     0.150861   0.151906    0.10853        0.897917     0.9375                       0
  732 │  0.0594573   0.0668547    0.00295792    0.0502602    0.195434     0.150861   0.151906    0.10853        0.897917     0.96875                      0
  733 │  0.0594573   0.0668547    0.00795792    0.0552602    0.195434     0.150861   0.151906    0.10853        0.897917     0.96875                      0
  734 │  0.0594573   0.0668547    0.0129579    -0.94974      0.195434     0.150861   0.151906    0.10853        0.897917     0.9375                       0
  735 │  0.0594573   0.0668547    0.00795792    0.0502602    0.195434     0.150861   1.15191     0.10353        0.897917     0.90625                      0
  736 │  0.0594573   0.0668547    0.00795792    0.0502602    0.195434     0.150861   1.15191     0.10853        0.897917     0.90625                      0
  737 │  0.177744   -0.942054     0.188879      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.897917     0.90625                      0
  738 │  0.182744    0.0579462    0.188879      0.00834448   0.186051     0.151533   0.186267    0.0744286      0.897917     0.9375                       0
  739 │  0.182744    0.0579462    0.188879      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.897917     0.9375                       0
  740 │  0.182744    0.0579462    0.188879      0.0133445    0.191051     0.146533   0.186267    0.0744286      0.897917     0.96875                      0
  741 │  0.182744    1.05795      0.188879      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.897917     0.9375                       0
  742 │  0.182744    0.0579462    0.193879     -0.991656     0.191051     0.146533   0.186267    0.0744286      0.897917     0.96875                      0
  743 │  0.182744    0.0579462    0.188879      0.00834448   0.191051     0.146533   0.191267    0.0744286      0.897917     0.96875                      0
  744 │  0.187744    1.05795      0.188879      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.897917     0.9375                       0
  745 │  1.18274    -0.942054     0.188879      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.897917     0.9375                       0
  746 │  0.182744    0.0579462    1.18888      -0.991656     0.191051     0.146533   0.186267    0.0744286      0.897917     0.90625                      0
  747 │  0.182744    0.0579462    1.18888       1.00834      0.191051     0.146533   0.186267    0.0744286      0.897917     0.9375                       0
  748 │ -0.87231     0.0282001    0.147246      0.0526225    0.0546398    0.180279   0.0910361   0.0943802      0.895833     0.9375                       0
  749 │  0.12769     0.0282001    0.147246      0.0526225    0.0546398    0.180279   0.0860361  -0.90562        0.895833     0.9375                       0
  750 │  0.12269     0.0232001    0.147246      0.0526225    0.0546398    0.180279   0.0910361   0.0943802      0.895833     0.96875                      0
  751 │  0.12769     0.0282001    0.147246      0.0526225    0.0546398    0.175279   0.0910361   0.0943802      0.895833     0.9375                       0
  752 │  0.12769     0.0282001    0.152246     -0.947377     0.0546398    0.180279   0.0910361   0.0943802      0.895833     1.0                          1
  753 │  0.12769     0.0282001    0.147246      0.0526225    0.0546398    0.180279   0.0960361  -0.90562        0.895833     1.0                          1
  754 │  0.152156    0.111746    -0.996782      0.128535     0.121457     0.116945   0.0810814   0.0397341      0.895833     0.9375                       0
  755 │  0.152156    0.111746     0.00321785    0.123535    -0.878543     0.121945   0.0810814   0.0397341      0.895833     0.96875                      0
  756 │  0.152156    0.111746     0.00321785    0.123535     0.121457     0.116945   0.0760814  -0.960266       0.895833     0.96875                      0
  757 │  0.152156    0.111746     0.00321785    0.123535     0.121457     0.116945   0.0810814   0.0397341      0.895833     0.96875                      0
  758 │  0.152156    0.111746     0.00321785    0.123535     0.121457     0.116945   0.0810814   0.0397341      0.895833     0.9375                       0
  759 │  0.157156    0.111746     0.00321785    0.123535     0.121457     0.116945   0.0810814   0.0397341      0.895833     1.0                          1
  760 │  1.15216     0.106746     0.00321785    0.123535     0.121457     0.116945   0.0810814   0.0397341      0.895833     0.9375                       0
  761 │  1.15216     1.11175      0.00321785    0.123535     0.121457     0.116945   0.0810814   0.0397341      0.895833     0.96875                      0
  762 │  0.182333    0.122338     0.123909      0.146437     0.0965279    0.187423  -0.920502   -0.9931         0.895833     0.9375                       0
  763 │  0.182333    0.122338     0.123909      0.146437    -0.903472     0.187423   0.0794977   0.00690045     0.895833     0.96875                      0
  764 │  0.182333    0.122338     0.123909      0.146437     0.0965279    0.187423  -0.920502    0.0119004      0.895833     0.96875                      0
  765 │  0.177333    0.122338     0.123909      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.895833     0.96875                      0
  766 │  0.182333    0.122338     0.118909      0.151437     0.0965279    0.187423   0.0794977   0.00690045     0.895833     0.9375                       0
  767 │  0.182333    0.122338     0.123909      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.895833     0.9375                       0
  768 │  0.182333    0.122338     0.123909      0.146437     0.0965279    0.187423   0.0844977   0.00690045     0.895833     0.9375                       0
  769 │  1.18233     0.122338     0.123909      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.895833     0.9375                       0
  770 │ -0.816665    0.120354     0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.895833     0.96875                      0
  771 │  0.183335    0.125354     0.0449128     0.0897412    0.121659     0.181293   0.0852727   0.0883816      0.895833     0.96875                      0
  772 │  0.183335    0.125354     0.0449128     0.0897412    0.121659     0.186293   0.0902727  -0.911618       0.895833     0.96875                      0
  773 │  0.183335    0.125354     0.0449128     0.0897412    0.121659     0.186293   0.0902727   0.0883816      0.895833     0.9375                       0
  774 │  1.18334     1.12535      0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.895833     0.96875                      0
  775 │  0.0814545   0.0745212    0.158857      0.00540739   0.134643     0.103979   0.0715813   0.0324708      0.895833     0.96875                      0
  776 │  0.0864545   0.0795212    0.158857      0.00540739   0.134643     0.103979   0.0715813   0.0324708      0.895833     0.96875                      0
  777 │  0.0814545   0.0745212    0.158857      0.00540739   0.134643     0.103979   1.07158     0.0374708      0.895833     0.9375                       0
  778 │ -0.972073    0.017226     0.141449      0.0148304    0.123898     0.188252   0.0299218   0.0389143      0.895833     0.96875                      0
  779 │  0.0279274   0.017226    -0.858551      0.0198304    0.123898     0.188252   0.0299218   0.0389143      0.895833     0.9375                       0
  780 │  0.0279274   0.017226     0.141449      0.0148304    0.123898     0.193252   0.0299218   0.0389143      0.895833     0.9375                       0
  781 │  0.0329274   0.012226     0.141449      0.0148304    0.123898     0.188252   0.0299218   0.0389143      0.895833     0.9375                       0
  782 │  0.0279274   0.017226     0.141449      0.0148304    0.123898     0.188252   1.02992     0.0389143      0.895833     0.96875                      0
  783 │  0.161791    0.0343425    0.0965648    -0.955799     0.1434       0.133013   0.133041    0.146628       0.895833     0.96875                      0
  784 │  0.161791    0.0293425    0.0965648     0.044201     0.1434       0.133013   0.133041    0.146628       0.895833     0.9375                       0
  785 │  0.161791    0.0343425    0.0965648     0.044201     0.1434       0.138013   0.133041    0.146628       0.895833     0.9375                       0
  786 │  0.161791    0.0343425    0.0965648     0.044201     0.1434       0.133013   0.138041    0.146628       0.895833     0.96875                      0
  787 │  0.161791    0.0343425    0.0965648     0.044201     0.1434       0.133013   1.13304     0.141628       0.895833     0.9375                       0
  788 │  0.162626    0.169187     0.133882      0.0833369    0.111215    -0.833454   0.0818039   0.0781038      0.895833     0.96875                      0
  789 │  0.162626    0.169187     0.133882      0.0833369    0.116215     0.166546   1.0818      0.0781038      0.895833     0.90625                      0
  790 │  0.148331    0.087875     0.168139      0.00444503   0.185335     0.137078   0.0770766   0.0910401      0.895833     0.9375                       0
  791 │  0.148331    0.087875     0.163139      0.00444503   0.185335     0.137078   1.07708    -0.90896        0.895833     0.90625                      0
  792 │ -0.94526     0.0177965    0.00739434    0.189724     0.160364     0.182053   0.144495    0.0779669      0.895833     0.96875                      0
  793 │  0.0497396  -0.977204     0.00739434    0.189724     0.160364     0.182053   0.144495    0.0779669      0.895833     0.9375                       0
  794 │  0.0547396   0.0227965    0.00739434    0.184724     0.160364     0.182053   0.144495    0.0779669      0.895833     0.96875                      0
  795 │  0.0547396   0.0227965    0.00739434    0.189724     0.160364     0.182053   0.144495    0.0729669      0.895833     0.96875                      0
  796 │  0.0547396   0.0227965    0.00739434    0.189724     0.165364     0.177053   0.144495    0.0779669      0.895833     0.9375                       0
  797 │  0.0547396   0.0227965    0.0123943     0.189724     0.160364     0.182053   0.144495    0.0779669      0.895833     0.96875                      0
  798 │  0.0547396   0.0227965    0.00739434    0.189724     0.160364     0.182053   0.149495    0.0829669      0.895833     0.9375                       0
  799 │  0.0547396   0.0227965    1.00739       0.194724     0.160364     0.182053   0.144495    0.0779669      0.895833     0.9375                       0
  800 │  0.0891494   0.122576    -0.985101      0.0821466    0.158136     0.13053    0.183831    0.094325       0.895833     0.9375                       0
  801 │  0.0891494   0.122576     0.0148985     0.0771466    0.158136     0.13053    0.188831    0.089325       0.895833     0.96875                      0
  802 │  0.0891494   0.122576     0.0148985     0.0771466    0.163136     0.13553    0.183831    0.094325       0.895833     0.9375                       0
  803 │  0.161939    0.105187     0.15573       0.0175013   -0.896827     0.130464   0.116401    0.0775203      0.895833     0.9375                       0
  804 │  0.135552    0.00752417   0.121423      0.0586438   -0.840205     0.156512   0.0677093   0.0650219      0.895833     0.9375                       0
  805 │  0.135552    0.00752417   0.121423      0.0586438    0.159795     0.161512   0.0727093   0.0600219      0.895833     0.96875                      0
  806 │  0.135552    0.00752417   0.121423      0.0586438    0.164795     0.161512   0.0677093   0.0650219      0.895833     0.96875                      0
  807 │  1.13555     1.00752      0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.895833     0.96875                      0
  808 │  0.0594573   0.0668547   -0.992042      0.0452602    0.195434     0.150861   0.151906    0.10853        0.895833     0.96875                      0
  809 │ -0.940543    0.0668547    0.00795792    0.0502602    0.195434     0.150861   0.151906    0.10853        0.895833     0.9375                       0
  810 │ -0.940543    0.0718547    0.00795792    0.0502602    0.195434     0.150861   0.151906    0.10853        0.895833     0.96875                      0
  811 │  0.0594573   0.0668547    0.00795792   -0.94974      0.195434     0.150861   0.151906    0.10853        0.895833     0.9375                       0
  812 │  0.0594573   0.0668547    0.0129579     0.0502602    0.195434     0.150861   0.151906    0.10853        0.895833     0.9375                       0
  813 │  0.0594573   0.0668547    0.00795792    0.0502602    0.195434     0.150861   0.156906    0.10853        0.895833     1.0                          1
  814 │  1.05946     0.0668547    0.00795792    0.0502602    0.195434     0.150861   0.151906    0.10853        0.895833     0.9375                       0
  815 │ -0.817256    0.0529462    0.188879      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.895833     0.9375                       0
  816 │  0.182744    0.0579462    0.188879      0.00834448   0.191051     0.146533   0.181267   -0.925571       0.895833     0.9375                       0
  817 │  0.177744    0.0629462    0.188879      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.895833     0.90625                      0
  818 │  0.182744    0.0579462    0.188879      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.895833     0.9375                       0
  819 │  0.182744    0.0579462    0.188879      0.00834448   0.196051     0.146533   0.186267    0.0744286      0.895833     0.9375                       0
  820 │  0.182744    0.0579462    1.18888       0.00334448   0.191051     0.146533   0.186267    0.0744286      0.895833     0.96875                      0
  821 │ -0.87231     0.0332001    0.147246      0.0526225    0.0546398    0.180279   0.0910361   0.0943802      0.89375      0.96875                      0
  822 │ -0.87231     1.0282       0.147246      0.0526225    0.0546398    0.180279   0.0910361   0.0943802      0.89375      0.9375                       0
  823 │  0.12769     0.0232001    0.147246      0.0526225    0.0546398    0.180279   0.0910361   0.0943802      0.89375      0.96875                      0
  824 │  0.152156    0.111746     0.00321785    0.123535    -0.878543    -0.883055   0.0810814   0.0397341      0.89375      0.96875                      0
  825 │  0.147156    0.111746     0.00321785    0.123535     0.121457     0.116945   0.0810814   0.0397341      0.89375      0.96875                      0
  826 │  0.152156    0.111746     0.00321785    0.123535     0.126457     0.111945   0.0810814   0.0397341      0.89375      0.9375                       0
  827 │  0.152156    0.111746     0.00821785    0.128535     0.121457     0.116945   0.0810814   0.0397341      0.89375      0.9375                       0
  828 │  0.182333    0.122338     0.123909      0.146437     0.0915279    0.182423   0.0794977   0.00690045     0.89375      0.96875                      0
  829 │  0.182333    0.122338     0.123909      0.146437     0.0965279    0.187423   0.0794977  -0.9931         0.89375      0.9375                       0
  830 │  0.182333    0.122338     1.12391       0.141437     0.0965279    0.187423   0.0794977   0.00690045     0.89375      0.9375                       0
  831 │  0.183335    0.125354     1.04491       1.08974      0.121659     0.186293   0.0852727   0.0883816      0.89375      0.9375                       0
  832 │  0.183335    0.125354     0.0449128     0.0897412    1.12166      1.18629    0.0852727   0.0883816      0.89375      0.9375                       0
  833 │  0.0814545   0.0745212    0.158857      0.00540739   0.134643     0.103979  -0.928419    0.0374708      0.89375      0.9375                       0
  834 │  0.0814545   0.0745212    0.158857      0.00540739   0.134643     0.103979   0.0665813  -0.967529       0.89375      1.0                          1
  835 │  0.0814545   0.0745212    0.158857      0.00540739   0.134643     0.098979   0.0715813   0.0324708      0.89375      0.96875                      0
  836 │  0.0814545   0.0745212    0.163857      0.00040739   0.134643     0.103979   0.0715813   0.0324708      0.89375      0.9375                       0
  837 │  0.0814545   0.0745212    0.158857      0.00540739   0.139643     0.098979   0.0715813   0.0324708      0.89375      0.96875                      0
  838 │  0.0814545   0.0745212    0.158857      0.00540739   0.139643     0.108979   0.0715813   0.0324708      0.89375      0.9375                       0
  839 │  0.0864545   1.07452      0.158857      0.00540739   0.134643     0.103979   0.0715813   0.0324708      0.89375      0.96875                      0
  840 │ -0.972073    0.022226     0.141449      0.0148304    0.123898     0.188252   0.0299218   0.0389143      0.89375      0.9375                       0
  841 │  0.0279274   0.017226     0.141449      0.0148304    0.118898     0.193252   0.0299218   0.0389143      0.89375      1.0                          1
  842 │  0.0279274   0.022226     0.141449      0.0148304    0.123898     0.188252   0.0299218   0.0389143      0.89375      0.96875                      0
  843 │  0.161791    0.0343425    0.0965648     0.044201     0.1434       0.133013  -0.866959    0.146628       0.89375      1.0                          1
  844 │ -0.838209    0.0393425    0.0965648     0.044201     0.1434       0.133013   0.133041    0.146628       0.89375      0.9375                       0
  845 │  0.161791    0.0343425    0.0965648     0.044201    -0.8566       0.138013   0.133041    0.146628       0.89375      0.96875                      0
  846 │  0.161791    0.0343425    0.0965648     0.044201     0.1434       0.133013   0.133041    0.146628       0.89375      0.9375                       0
  847 │  0.161791    0.0343425    1.09656      -0.955799     0.1434       0.133013   0.133041    0.146628       0.89375      0.9375                       0
  848 │  0.161791    0.0343425    0.0965648     0.044201     0.1434       0.133013   1.13304     0.151628       0.89375      0.9375                       0
  849 │  0.162626    0.169187     0.133882      0.0833369    0.116215     0.166546  -0.918196    0.0781038      0.89375      0.9375                       0
  850 │ -0.837374    1.16919      0.133882      0.0833369    0.116215     0.166546   0.0818039   0.0781038      0.89375      0.9375                       0
  851 │  0.157626   -0.830813     0.133882      0.0833369    0.116215     0.166546   0.0818039   0.0781038      0.89375      0.9375                       0
  852 │  0.162626    0.169187     0.133882      0.0883369    0.116215     0.166546   0.0818039   0.0781038      0.89375      0.96875                      0
  853 │  0.167626    1.16919      0.133882      0.0833369    0.116215     0.166546   0.0818039   0.0781038      0.89375      0.9375                       0
  854 │  1.16263    -0.830813     0.133882      0.0833369    0.116215     0.166546   0.0818039   0.0781038      0.89375      0.96875                      0
  855 │  0.162626    0.169187     1.13388       0.0783369    0.116215     0.166546   0.0818039   0.0781038      0.89375      0.9375                       0
  856 │  1.16263     1.16919      0.133882      0.0833369    0.116215     0.166546   0.0818039   0.0781038      0.89375      0.9375                       0
  857 │  0.148331    0.087875    -0.836861      0.00444503   0.185335     0.137078   0.0770766   0.0910401      0.89375      0.9375                       0
  858 │ -0.851669    1.08787      0.163139      0.00444503   0.185335     0.137078   0.0770766   0.0910401      0.89375      0.96875                      0
  859 │  0.148331    0.087875     0.163139      0.00444503   0.180335    -0.862922   0.0770766   0.0910401      0.89375      1.0                          1
  860 │  0.143331    0.082875     0.163139      0.00444503   0.185335     0.137078   0.0770766   0.0910401      0.89375      0.9375                       0
  861 │  0.148331    0.087875     0.163139      0.00444503   0.180335     0.142078   0.0770766   0.0910401      0.89375      0.96875                      0
  862 │  0.143331    1.08787      0.163139      0.00444503   0.185335     0.137078   0.0770766   0.0910401      0.89375      0.96875                      0
  863 │  0.148331    0.082875     0.163139      0.00444503   0.185335     0.137078   0.0770766   0.0910401      0.89375      0.96875                      0
  864 │  0.148331    0.087875     0.163139      0.00444503   0.185335     0.137078   1.07708     0.0910401      0.89375      0.9375                       0
  865 │  0.148331    0.087875     0.163139      0.00444503   1.18534      1.13708    0.0770766   0.0910401      0.89375      0.9375                       0
  866 │ -0.94526    -0.977204     0.00739434    0.189724     0.160364     0.182053   0.144495    0.0779669      0.89375      0.9375                       0
  867 │  0.0497396   0.0227965    0.00739434    0.189724     0.160364     0.182053   0.144495    0.0779669      0.89375      0.9375                       0
  868 │  0.0547396   0.0227965    0.00739434    0.189724     0.160364     0.182053   0.144495    0.0779669      0.89375      0.9375                       0
  869 │  0.0547396   0.0227965    0.00739434    0.189724     0.160364     0.187053   0.144495    0.0779669      0.89375      0.9375                       0
  870 │  0.0547396   0.0227965    0.00739434    0.189724     0.165364     0.187053   0.144495    0.0779669      0.89375      0.9375                       0
  871 │  1.05474     0.0227965    0.00739434    0.189724     0.160364     0.182053   0.144495    0.0779669      0.89375      0.96875                      0
  872 │ -0.910851    0.122576     0.0148985     0.0771466    0.158136     0.13053    0.183831    0.094325       0.89375      0.96875                      0
  873 │  0.0891494   0.122576     0.0198985     0.0721466    0.158136     0.13053    0.183831    0.094325       0.89375      0.9375                       0
  874 │  1.08915     0.122576     0.0148985     0.0771466    0.158136     0.13053    0.183831    0.094325       0.89375      0.9375                       0
  875 │  1.08915     1.12258      0.0148985     0.0771466    0.158136     0.13053    0.183831    0.094325       0.89375      0.9375                       0
  876 │  0.161939    0.105187     0.15573       0.0225013    0.103173     0.135464   0.116401    0.0775203      0.89375      0.96875                      0
  877 │  0.161939    1.10519      0.15573       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.89375      0.96875                      0
  878 │  0.161939    0.105187     0.15573       0.0175013    0.108173    -0.864536   0.116401    0.0775203      0.89375      0.96875                      0
  879 │  0.161939    0.105187     0.15573       0.0175013    0.103173     0.135464   1.1164      0.0725203      0.89375      0.9375                       0
  880 │  0.161939    0.105187     0.15573       0.0175013    0.103173     0.135464   1.1164      0.0775203      0.89375      0.9375                       0
